LOT,WF,TKIN time,SiO2 Under SiN depo THK,SiO2 Under SiN CMP THK,etch RF reflect power,ashing time,pre clean chemical flow rate,Chamber,Chuck center temp,Chuck Edge temp,Chamber pressure,Precursor,Precursor flow rate,RF Power,RF reflect Power Max,Main process time,PRE PC,PRE THK AVG,POST THK AVG,EDGE CENTER,POST PC
DFG.1,24,45010.59,151.5,141.2,9.347,300,1000.7,B,120,100,1200,SiH4,50,300,1.24,120,79.4,8701.1,12666.8,184,110.5
DFG.1,25,45010.59,151.3,141.2,8.381,299.9,1003.1,A,120,100,1200,SiH4,50,300,1.09,120,96.1,8669.3,12657.3,171.7,134.9
DFH.1,1,45010.7,151.7,140.1,11.473,300.1,1011.8,A,120,100,1200,SiH4,50,300,1.18,120,93.7,8692.6,10784.9,198,996.8
DFH.1,2,45010.7,148.9,138.3,8.79,299.9,1000.6,B,120,100,1200,SiH4,50,300,1.21,120,103.9,8706.8,12718.7,180.9,143.6
DFH.1,3,45010.7,147.8,138.8,11.612,300,1001.8,A,120,100,1200,SiH4,50,300,0.73,120,100.5,8695,12670.3,183.8,105.8
DFH.1,4,45010.7,155.1,145.9,11.931,299.9,998.9,B,120,100,1200,SiH4,50,300,0.99,120,103.5,8701.4,12723.4,198.5,159.9
DFH.1,5,45010.7,149.1,138.6,8.65,300,1003.3,A,120,100,1200,SiH4,50,300,1.41,120,109.5,8709.6,12752.5,206.6,174.8
DFH.1,6,45010.7,150,140,8.915,300.2,1002.5,B,120,100,1200,SiH4,50,300,0.88,120,84.5,8669.6,12700,209.5,130.3
DFH.1,7,45010.7,151.2,140.8,10.255,300.1,997.6,A,120,100,1200,SiH4,50,300,0.99,120,115.1,8695.1,12713.1,192.2,141.2
DFH.1,8,45010.7,150.2,141.1,11.284,300.1,1000.3,B,120,100,1200,SiH4,50,300,0.93,120,93.3,8687,12665.9,215.2,127
DFH.1,9,45010.7,146.9,136,9.958,300,997.1,A,120,100,1200,SiH4,50,300,1.02,120,106.7,8684,12608.1,187.4,128
DFH.1,10,45010.7,151.2,140,10.156,300,1000.5,B,120,100,1200,SiH4,50,300,1.06,120,97.6,8729.5,12712,188.5,136.9
DFH.1,11,45010.7,148.4,137.4,9.526,300.1,1002,A,120,100,1200,SiH4,50,300,0.5,120,113.7,8683.7,12779.7,229.2,106
DFH.1,12,45010.7,148.9,137.7,12.139,300,1001.6,B,120,100,1200,SiH4,50,300,0.61,120,107.2,8716.2,12705.5,202.7,124.5
DFH.1,13,45010.7,150.9,141.1,10.076,300.1,998.8,A,120,100,1200,SiH4,50,300,1.34,120,93.2,8729.9,12714.2,189.9,167.8
DFH.1,14,45010.7,153.1,142.3,8.333,300,1000.2,B,120,100,1200,SiH4,50,300,1.06,120,85,8688.3,12714,213,127.5
DFH.1,15,45010.7,151.1,139.6,9.791,299.9,995.5,A,120,100,1200,SiH4,50,300,0.91,120,99.4,8734.4,12701.4,213.7,146.2
DFH.1,16,45010.7,148.8,138.3,10.864,299.8,999,B,120,100,1200,SiH4,50,300,1.3,120,108.9,8727.2,12705.1,186.6,117.2
DFH.1,17,45010.7,148.6,140.9,9.073,299.8,998.7,A,120,100,1200,SiH4,50,300,1.19,120,90.1,8668.8,12678.5,197.6,144
DFH.1,18,45010.7,149.4,139.6,11.157,300,1009.3,B,120,100,1200,SiH4,50,300,1.27,120,89.5,8679.8,10825.4,227.1,1003.1
DFH.1,19,45010.7,152.9,143.7,8.152,300,1000.6,A,120,100,1200,SiH4,50,300,1.1,120,95.9,8702.5,12719.3,188.3,149.2
DFH.1,20,45010.7,151.5,141,9.755,300.1,999.8,B,120,100,1200,SiH4,50,300,1.01,120,105.8,8747.8,12811.4,184.1,154.8
DFH.1,21,45010.7,151.4,140.5,9.988,299.8,998.3,A,120,100,1200,SiH4,50,300,0.92,120,91.6,8702.6,12754.2,198.9,179.9
DFH.1,22,45010.7,153.1,142.1,9.936,299.8,1002.1,B,120,100,1200,SiH4,50,300,1.06,120,103.2,8714.8,12737.3,179.2,113.9
DFH.1,23,45010.7,150.2,141.7,10.276,300.1,1000.4,A,120,100,1200,SiH4,50,300,1.34,120,103.4,8731.6,12717.4,216.5,180
DFH.1,24,45010.7,151.9,142.4,9.709,300,999.2,B,120,100,1200,SiH4,50,300,1.04,120,90.5,8714.5,12701,198.4,128.9
DFH.1,25,45010.7,148.3,137.8,9.429,300,1000.2,A,120,100,1200,SiH4,50,300,0.94,120,93.8,8725,12717.8,202.7,142.9
DFI.1,1,45010.8,151.5,141.7,9.4,299.8,999.3,A,120,100,1200,SiH4,50,300,1.02,120,113.5,8695.6,12689.5,198.6,119.6
DFI.1,2,45010.8,149.7,140.5,8.967,299.9,999.2,B,120,100,1200,SiH4,50,300,0.97,120,104.1,8676,12724.8,180.5,157.1
DFI.1,3,45010.8,150.3,142,9.919,299.9,1000.3,A,120,100,1200,SiH4,50,300,0.47,120,105.7,8661.5,12656.4,140.8,133.1
DFI.1,4,45010.8,153.4,143.3,8.8,300.1,1001.4,B,120,100,1200,SiH4,50,300,0.83,120,115.3,8667.7,12665.5,167.8,120.2
DFI.1,5,45010.8,149.6,139.3,8.841,300,998.5,A,120,100,1200,SiH4,50,300,0.91,120,93.8,8694.6,12686.4,180,138.3
DFI.1,6,45010.8,152.1,141.9,151.815,300.1,998.3,B,120,100,1200,SiH4,50,300,1.12,120,1842.5,8721.6,12681.5,190.5,2231.6
DFI.1,7,45010.8,148,137,9.998,299.9,1002,A,120,100,1200,SiH4,50,300,1.25,120,114.8,8667.7,12660.1,207.3,123.7
DFI.1,8,45010.8,153.6,145.5,10.112,300.1,1000,B,120,100,1200,SiH4,50,300,1.14,120,95.7,8699.7,12711.7,215,140.8
DFI.1,9,45010.8,149.4,140.6,152.082,300,1000.6,A,120,100,1200,SiH4,50,300,1.04,120,1825,8696.5,12737.5,214.2,2182.6
DFI.1,10,45010.8,149.4,140.1,9.421,300.1,998.3,B,120,100,1200,SiH4,50,300,0.91,120,87.7,8706.9,12709.5,218,150.7
DFI.1,11,45010.8,151.9,143.3,11.959,299.8,1002.4,A,120,100,1200,SiH4,50,300,1,120,100.8,8685.7,12699.8,184.1,176.9
DFI.1,12,45010.8,147,138.4,10.764,299.9,1000.3,B,120,100,1200,SiH4,50,300,1.37,120,85.6,8699.2,12651.1,210.9,130.4
DFI.1,13,45010.8,151.2,141.2,9.423,299.9,999.4,A,120,100,1200,SiH4,50,300,1.27,120,124.8,8699.2,12709.2,205.2,161
DFI.1,14,45010.8,151.2,141.5,9.213,299.8,998.1,B,120,100,1200,SiH4,50,300,1.11,120,86,8671.8,12644,183.4,113.3
DFI.1,15,45010.8,148.6,139.1,10.991,299.9,1001.4,A,120,100,1200,SiH4,50,300,0.71,120,115.8,8672.4,12659.3,165.7,115.7
DFI.1,16,45010.8,148.2,138.8,10.649,300.1,1000.6,B,120,100,1200,SiH4,50,300,1.46,120,105.9,8686.2,12643.1,211.2,179.8
DFI.1,17,45010.8,150,139.1,10.623,299.9,1000.7,A,120,100,1200,SiH4,50,300,0.98,120,94.2,8688.9,12722.6,184.2,178.4
DFI.1,18,45010.8,149.6,140.3,8.631,300,1000.8,B,120,100,1200,SiH4,50,300,0.9,120,96.2,8705.5,12647.4,216.1,163.5
DFI.1,19,45010.8,149.6,139.3,10.913,299.9,1000,A,120,100,1200,SiH4,50,300,1.16,120,102.2,8704.2,12711.6,213.3,185.5
DFI.1,20,45010.8,153,142.7,10.117,300,1000.2,B,120,100,1200,SiH4,50,300,1.07,120,105.6,8692.5,12701.5,215.4,126
DFI.1,21,45010.8,149.4,141.3,10.6,299.9,996.8,A,120,100,1200,SiH4,50,300,0.54,120,115.5,8702.5,12721.7,213.5,183.5
DFI.1,22,45010.8,148,139.2,9.299,299.9,997.1,B,120,100,1200,SiH4,50,300,1.07,120,103.6,8717.7,12723.6,177.6,156.2
DFI.1,23,45010.8,149.5,139.8,9.655,299.8,1000.2,A,120,100,1200,SiH4,50,300,1.11,120,84.2,8667.6,12633.6,189.7,119.3
DFI.1,24,45010.8,147.7,138.9,10.96,299.9,1001.4,B,120,100,1200,SiH4,50,300,0.87,120,98.2,8720.4,12679.1,158.9,168.3
DFI.1,25,45010.8,149.8,140.3,9.586,300.2,997.9,A,120,100,1200,SiH4,50,300,1.02,120,102.5,8702.6,12734.5,217.8,133.4
DFJ.1,1,45011.16,144.5,133.8,10.127,300.1,1002.6,A,120,100,1200,SiH4,50,300,1.17,120,110.4,8696.6,12693.8,199.8,153.7
DFJ.1,2,45011.16,151.5,143.1,9.303,299.9,1001.1,B,120,100,1200,SiH4,50,300,0.74,120,97.2,8682.5,12675.4,208.7,145.5
DFJ.1,3,45011.16,150.5,141.5,9.901,299.9,999.4,A,120,100,1200,SiH4,50,300,0.91,120,117.6,8696,12674.6,203.6,142.6
DFJ.1,4,45011.16,149.4,138.9,9.818,299.9,1000.8,B,120,100,1200,SiH4,50,300,1.14,120,97.4,8730.6,12742.2,180,150.7
DFJ.1,5,45011.16,152.3,143.6,10.881,299.9,1000.5,A,120,100,1200,SiH4,50,300,1.02,120,97.7,8751.9,12740.3,203.9,153.9
DFJ.1,6,45011.16,148.9,136.7,148.79,299.9,998.8,B,120,100,1200,SiH4,50,300,0.83,120,2021.2,8694.1,12663.8,196.9,2510
DFJ.1,7,45011.16,147,136.2,9.244,300,1006,A,120,100,1200,SiH4,50,300,1.02,120,111,8696.6,12693.4,209.3,133.9
DFJ.1,8,45011.16,149.7,140,10.543,299.9,1000.7,B,120,100,1200,SiH4,50,300,1.11,120,99.5,8708.8,12768.9,188.2,110.7
DFJ.1,9,45011.16,151.3,140.7,8.877,300.1,998.9,A,120,100,1200,SiH4,50,300,1.28,120,93.4,8692.5,12652.8,201.3,145.3
DFJ.1,10,45011.16,150.6,142.1,9.748,300.1,1000.6,B,120,100,1200,SiH4,50,300,0.85,120,101.1,8713.7,12659.1,187,174.2
DFJ.1,11,45011.16,148.4,136.6,8.769,299.9,878.5,A,120,100,1200,SiH4,50,300,1.16,120,4007.7,8667.9,12664.9,213.6,4805.2
DFJ.1,12,45011.16,150.4,139.4,9.033,300.1,1000.4,B,120,100,1200,SiH4,50,300,1.05,120,91.5,8685.3,12683.6,182.7,181.5
DFJ.1,13,45011.16,147.7,137.1,11.054,299.9,1001.5,A,120,100,1200,SiH4,50,300,1.31,120,105.6,8733.6,12775.9,198.8,144.5
DFJ.1,14,45011.16,154.6,145,9.561,300.2,997.7,B,120,100,1200,SiH4,50,300,1.2,120,104.7,8687.2,12684.8,220,136.6
DFJ.1,15,45011.16,151.5,141,9.661,300.1,1004,A,120,100,1200,SiH4,50,300,0.89,120,101.8,8682.4,12704.5,199.9,98.8
DFJ.1,16,45011.16,146.2,134.9,9.054,299.9,1000.5,B,120,100,1200,SiH4,50,300,0.97,120,80.5,8729.5,12697.6,164.9,144.2
DFJ.1,17,45011.16,151.7,141.2,8.452,300,1003,A,120,100,1200,SiH4,50,300,0.86,120,87.4,8717.9,12730.4,191.1,140.9
DFJ.1,18,45011.16,148.4,138.1,10.858,300,1002.8,B,120,100,1200,SiH4,50,300,1.09,120,105,8680.7,12678.5,202.4,126.7
DFJ.1,19,45011.16,146.6,137.1,9.742,299.9,999.5,A,120,100,1200,SiH4,50,300,0.89,120,133.4,8732.1,12733.6,202,113.5
DFJ.1,20,45011.16,151.3,141.7,8.805,300,999.3,B,120,100,1200,SiH4,50,300,0.87,120,106.6,8684.9,12704.4,219.1,139.4
DFJ.1,21,45011.16,147.8,139.5,9.336,299.9,1000.5,A,120,100,1200,SiH4,50,300,1.13,120,91.2,8710.4,12770.4,207.1,105
DFJ.1,22,45011.16,149.1,138.4,9.628,300,997,B,120,100,1200,SiH4,50,300,1.14,120,108.3,8713.8,12717.5,194.4,97.2
DFJ.1,23,45011.16,153.1,143.5,8.549,300.1,1001.5,A,120,100,1200,SiH4,50,300,1.1,120,100.1,8732.3,12735.2,214.3,118.1
DFJ.1,24,45011.16,148.3,139.6,9.59,299.8,1000.1,B,120,100,1200,SiH4,50,300,1.27,120,92.4,8715.1,12673.5,219,131.2
DFJ.1,25,45011.16,152.5,142.7,8.591,300,1001.2,A,120,100,1200,SiH4,50,300,1.02,120,110.6,8722.1,12739.4,197.8,158.8
DFK.1,1,45011.49,148.9,138.8,11.134,299.9,999.1,A,120,100,1200,SiH4,50,300,1.24,120,100.1,8699.8,12687.3,210.3,157.5
DFK.1,2,45011.49,146.4,135.9,10.225,299.9,998.1,B,120,100,1200,SiH4,50,300,1.11,120,107,8700.1,12709.6,196.8,153.2
DFK.1,3,45011.49,151.5,140.1,11.269,300.1,999.7,A,120,100,1200,SiH4,50,300,0.93,120,99.6,8718.3,12718.2,177.1,139.9
DFK.1,4,45011.49,151.5,142.4,9.823,299.9,998.2,B,120,100,1200,SiH4,50,300,1.08,120,106.8,8704.2,12685.6,177.9,122.8
DFK.1,5,45011.49,153,142.8,9.874,300.2,999.7,A,120,100,1200,SiH4,50,300,1.19,120,89,8681.7,12691.9,190.7,106.2
DFK.1,6,45011.49,151,140.9,9.795,299.9,1000,B,120,100,1200,SiH4,50,300,0.9,120,103.6,8683.8,12671,196.2,151.4
DFK.1,7,45011.49,150.8,140.6,10.346,300.1,1001.6,A,120,100,1200,SiH4,50,300,0.92,120,103.7,8690,12700.4,182,142.6
DFK.1,8,45011.49,148,138.2,9.466,300,999.3,B,120,100,1200,SiH4,50,300,1,120,93.9,8688.7,12718.3,209.4,117.3
DFK.1,9,45011.49,152.3,140.8,9.863,300,997.8,A,120,100,1200,SiH4,50,300,0.83,120,106.7,8727.1,12705.4,182.1,126.3
DFK.1,10,45011.49,150.1,140.1,8.117,300,1001,B,120,100,1200,SiH4,50,300,1.28,120,101.5,8685.8,12679.7,201,159.8
DFK.1,11,45011.49,152.4,142.6,12.678,300.1,998.6,A,120,100,1200,SiH4,50,300,0.97,120,104.5,8743.7,12758.3,213.2,161.8
DFK.1,12,45011.49,151.1,140.9,8.86,299.9,1013.8,B,120,100,1200,SiH4,50,300,0.76,120,107.1,8682.4,11373.9,199.9,1101.1
DFK.1,13,45011.49,147.6,137.9,9.371,300.1,998.9,A,120,100,1200,SiH4,50,300,1.16,120,93.8,8683.7,12692.8,192.8,127.8
DFK.1,14,45011.49,149.9,139.3,157.796,299.8,1000.5,B,120,100,1200,SiH4,50,300,0.77,120,1604.9,8648.9,12670.1,211.5,1967.1
DFK.1,15,45011.49,149.3,139.9,9.608,300,999.2,A,120,100,1200,SiH4,50,300,0.97,120,98.3,8724,12744.5,229.8,138.6
DFK.1,16,45011.49,149.9,140.3,8.432,299.8,999.9,B,120,100,1200,SiH4,50,300,1.02,120,105.9,8693.4,12684.7,211.5,164.7
DFK.1,17,45011.49,152.1,142,9.084,300.1,999.9,A,120,100,1200,SiH4,50,300,1.2,120,92.3,8686.8,12735.9,210.5,109.7
DFK.1,18,45011.49,149.6,141.2,9.917,300,999.2,B,120,100,1200,SiH4,50,300,1.23,120,99.7,8705.3,12733.4,216.4,158.7
DFK.1,19,45011.49,151.2,139.3,8.203,300,998.1,A,120,100,1200,SiH4,50,300,1.08,120,107.9,8702.2,12703.1,208.2,168.2
DFK.1,20,45011.49,148.9,138.9,10.387,299.8,996.9,B,120,100,1200,SiH4,50,300,0.73,120,98.6,8724.6,12677.3,171.2,126.7
DFK.1,21,45011.49,150.1,140.4,9.334,300,997.5,A,120,100,1200,SiH4,50,300,0.82,120,100.1,8703.4,12682.8,225.8,152.3
DFK.1,22,45011.49,150.3,139.1,10.612,300,1000.8,B,120,100,1200,SiH4,50,300,0.82,120,114.2,8704.7,12738.4,202.4,166.5
DFK.1,23,45011.49,150.5,141,12.254,300,998.1,A,120,100,1200,SiH4,50,300,1.32,120,93,8691.4,12691.5,194.2,125
DFK.1,24,45011.49,149.7,139.2,12.176,300,999.8,B,120,100,1200,SiH4,50,300,1.11,120,95.4,8663.8,12684.9,204.3,128
DFK.1,25,45011.49,146.8,136.7,10.284,300.1,1004.4,A,120,100,1200,SiH4,50,300,0.68,120,96.1,8710.1,12697.4,191.8,120.2
DFL.1,1,45011.73,152.5,142,8.433,300,1019,A,120,100,1200,SiH4,50,300,0.97,120,103.7,8713.5,11131.3,173.4,1019.4
DFL.1,2,45011.73,151.3,139.6,9.851,299.8,1005.3,B,120,100,1200,SiH4,50,300,0.65,120,112.7,8696.2,12699.4,193.4,124.3
DFL.1,3,45011.73,150.2,142.1,9.389,300.1,1001.1,A,120,100,1200,SiH4,50,300,1.08,120,85.3,8706.4,12738.9,196.5,121.3
DFL.1,4,45011.73,153,142.6,9.95,300,1000.2,B,120,100,1200,SiH4,50,300,0.85,120,105,8714.2,12672.2,217.5,134
DFL.1,5,45011.73,150,140.9,9.655,299.8,998.9,A,120,100,1200,SiH4,50,300,0.67,120,95.4,8721.5,12704.8,206.7,127.1
DFL.1,6,45011.73,148.3,137.2,9.439,300.1,1000.6,B,120,100,1200,SiH4,50,300,0.31,120,109.6,8695.7,12716.3,212.9,146.1
DFL.1,7,45011.73,149.9,140.7,9.37,300,999,A,120,100,1200,SiH4,50,300,1.25,120,88.4,8687.2,12691.9,217.1,142
DFL.1,8,45011.73,150.6,140.7,10.92,299.9,1001.2,B,120,100,1200,SiH4,50,300,0.85,120,95,8674.6,12707.2,212.9,136.1
DFL.1,9,45011.73,148.7,136.8,11.225,300,1003.7,A,120,100,1200,SiH4,50,300,1.09,120,114.4,8685,12693.3,192.5,149.3
DFL.1,10,45011.73,152.8,142.1,10.741,299.9,1004.7,B,120,100,1200,SiH4,50,300,1.34,120,117.8,8707.4,12718.5,206.6,116.4
DFL.1,11,45011.73,154.4,144.9,9.313,299.9,998.2,A,120,100,1200,SiH4,50,300,1.31,120,97.7,8669.4,12622.4,221.3,149.4
DFL.1,12,45011.73,152.9,143.3,9.583,299.9,1000.5,B,120,100,1200,SiH4,50,300,1.05,120,89.6,8682.5,12677.7,240.1,138.6
DFL.1,13,45011.73,149.3,139.9,11.395,300.1,1002.6,A,120,100,1200,SiH4,50,300,1.09,120,107,8710.7,12679.6,171,115.8
DFL.1,14,45011.73,149.5,139.5,9.26,299.8,1005.1,B,120,100,1200,SiH4,50,300,0.95,120,90.7,8661.3,12621.8,221.4,161.9
DFL.1,15,45011.73,146.9,135.4,9.41,300,999.2,A,120,100,1200,SiH4,50,300,0.7,120,94.7,8707.3,12678.4,221.5,131.1
DFL.1,16,45011.73,150.6,140.4,11.69,300,1000,B,120,100,1200,SiH4,50,300,1.43,120,104.4,8705.4,12700.1,200.5,123.8
DFL.1,17,45011.73,150.6,138.6,9.633,299.9,1000.9,A,120,100,1200,SiH4,50,300,0.93,120,106.5,8686.1,12653.5,208.8,145.6
DFL.1,18,45011.73,152,143.9,10.12,300,1002.7,B,120,100,1200,SiH4,50,300,0.77,120,88.7,8725,12734,183.9,122.4
DFL.1,19,45011.73,150.7,140.9,9.16,299.9,999.1,A,120,100,1200,SiH4,50,300,0.69,120,97.5,8690.3,12729.4,177.9,141.4
DFL.1,20,45011.73,152.5,142.9,11.092,300,997.6,B,120,100,1200,SiH4,50,300,1.04,120,79.7,8696,12646.8,170.3,159.8
DFL.1,21,45011.73,149.1,141,9.108,299.8,1003.4,A,120,100,1200,SiH4,50,300,0.83,120,99.9,8735.5,12746.4,218.8,100.9
DFL.1,22,45011.73,151.1,139.9,10.989,300.2,999.5,B,120,100,1200,SiH4,50,300,1.13,120,95.5,8730.4,12672.9,212.5,126.7
DFL.1,23,45011.73,150.9,141.5,14.025,300,997.9,A,120,100,1200,SiH4,50,300,1.17,120,86.7,8701.9,12703,210.9,134.3
DFL.1,24,45011.73,149.3,139.9,10.217,299.9,999.7,B,120,100,1200,SiH4,50,300,0.61,120,102,8698.3,12696.6,211,145.9
DFL.1,25,45011.73,148,136.8,11.305,300,1003.1,A,120,100,1200,SiH4,50,300,1.01,120,116.9,8701.9,12692.3,204.1,126
DFM.1,1,45012.07,150.5,141.5,11.189,300,998.7,A,120,100,1200,SiH4,50,300,1.08,120,100.9,8687.6,12655.2,193.7,115.3
DFM.1,2,45012.07,149.5,141.1,8.837,300.1,999.2,B,120,100,1200,SiH4,50,300,0.6,120,110.5,8713.1,12751.6,179.8,141.8
DFM.1,3,45012.07,148.4,136.7,8.725,300,996.8,A,120,100,1200,SiH4,50,300,1.32,120,92.5,8743.5,12766.1,161.1,132.3
DFM.1,4,45012.07,151.4,141.5,10.772,300.1,1000.1,B,120,100,1200,SiH4,50,300,1.24,120,112.4,8733.4,12709.8,219.3,137.1
DFM.1,5,45012.07,148.8,137.3,10.022,300.1,998.2,A,120,100,1200,SiH4,50,300,1.08,120,97.1,8720.7,12696.7,175.9,135.8
DFM.1,6,45012.07,145.8,136.7,9.738,300.2,999.9,B,120,100,1200,SiH4,50,300,1.08,120,81.8,8687.7,12710.7,199,127.3
DFM.1,7,45012.07,149.8,139.4,10.278,300,1000,A,120,100,1200,SiH4,50,300,0.84,120,103.5,8723.1,12713.3,202.8,109.9
DFM.1,8,45012.07,148.6,138.8,11.64,300,999.6,B,120,100,1200,SiH4,50,300,1.08,120,120,8715.4,12719.1,238.2,131.9
DFM.1,9,45012.07,149.7,139.5,11.537,300.2,1003,A,120,100,1200,SiH4,50,300,1.26,120,97.1,8734.9,12771.6,206.7,141.7
DFM.1,10,45012.07,150.8,140.6,9.267,299.8,1000.6,B,120,100,1200,SiH4,50,300,1.33,120,84.1,8664.4,12638,221.4,122.2
DFM.1,11,45012.07,152.9,142.8,11.375,299.8,998.2,A,120,100,1200,SiH4,50,300,1.09,120,99.4,8676.5,12674.9,221.7,159.5
DFM.1,12,45012.07,149.2,139.9,9.488,300,997.9,B,120,100,1200,SiH4,50,300,0.97,120,106.8,8711.5,12714.4,184.5,130.2
DFM.1,13,45012.07,149.1,138.1,10.301,299.9,998.1,A,120,100,1200,SiH4,50,300,0.88,120,92.2,8722.2,12742.3,184.7,136.2
DFM.1,14,45012.07,150.1,141,8.794,300,996.8,B,120,100,1200,SiH4,50,300,0.87,120,117.2,8704.3,12726.3,193.4,147.6
DFM.1,15,45012.07,152.4,140.5,9.848,299.8,1002.3,A,120,100,1200,SiH4,50,300,0.94,120,91.5,8651.9,12676.9,212.9,138.4
DFM.1,16,45012.07,147.7,138.9,10.5,300,997.2,B,120,100,1200,SiH4,50,300,0.9,120,89,8682.8,12651.8,222.2,146.1
DFM.1,17,45012.07,150.2,139.4,10.075,300,998.2,A,120,100,1200,SiH4,50,300,0.83,120,97.5,8715.6,12760.4,209.7,129.7
DFM.1,18,45012.07,149.7,139.5,10.91,300,1001.2,B,120,100,1200,SiH4,50,300,0.66,120,104.3,8709.1,12775.8,215.6,130.1
DFM.1,19,45012.07,149.4,138.8,11.515,300.1,1000.8,A,120,100,1200,SiH4,50,300,1.08,120,95.9,8706.7,12660.2,180.1,173.4
DFM.1,20,45012.07,152,141.8,9.914,300,998.9,B,120,100,1200,SiH4,50,300,0.96,120,88.5,8732.9,12723.2,209.7,109
DFM.1,21,45012.07,152.1,142.7,10.075,299.9,1000.9,A,120,100,1200,SiH4,50,300,1.27,120,99.1,8711,12711.4,228,152.7
DFM.1,22,45012.07,149.5,139.7,11.42,300.1,1000.3,B,120,100,1200,SiH4,50,300,0.86,120,96.7,8681.7,12675.6,192.6,163.9
DFM.1,23,45012.07,152.5,140.4,8.978,299.9,996.6,A,120,100,1200,SiH4,50,300,0.99,120,93,8682.2,12649,218.7,124.8
DFM.1,24,45012.07,149.7,139.1,10.665,299.9,1001.2,B,120,100,1200,SiH4,50,300,0.92,120,89,8691.3,12725.2,194.7,157
DFM.1,25,45012.07,150.5,139.3,8.419,256.1,998.6,A,120,100,1200,SiH4,50,300,1.15,120,2953.9,9612.8,13620.5,186.1,3578.8
DFN.1,1,45012.55,146.6,135.6,9.225,300,1001.2,A,120,100,1200,SiH4,50,300,0.71,120,99.2,8727.5,12718.4,158.7,114.3
DFN.1,2,45012.55,153.6,141.8,11.137,300.1,1000.5,B,120,100,1200,SiH4,50,300,0.89,120,111.8,8673.9,12656.1,197.3,179.6
DFN.1,3,45012.55,151,141.7,143.081,299.8,1000.3,A,120,100,1200,SiH4,50,300,1.3,120,1750.5,8688.2,12598.3,227.1,2103.3
DFN.1,4,45012.55,152.4,143.2,11.073,299.9,998.4,B,120,100,1200,SiH4,50,300,0.72,120,108,8659.6,12653,184.3,116.3
DFN.1,5,45012.55,151,141.1,10.527,299.8,999.1,A,120,100,1200,SiH4,50,300,0.7,120,97.3,8710.3,12670,225.5,137.6
DFN.1,6,45012.55,153.1,142.3,9.873,299.9,1001.3,B,120,100,1200,SiH4,50,300,1.2,120,94.2,8690.7,12718.9,188.5,149
DFN.1,7,45012.55,150.5,140.7,10.405,299.9,1000.4,A,120,100,1200,SiH4,50,300,0.83,120,98.5,8679.2,12718.5,160.7,166.3
DFN.1,8,45012.55,150.8,140.9,125.702,299.9,999.1,B,120,100,1200,SiH4,50,300,0.89,120,1687,8706.4,12711.5,211.7,2035.5
DFN.1,9,45012.55,150.6,142.9,10.924,300.1,998.6,A,120,100,1200,SiH4,50,300,1.1,120,93,8714.6,12701.4,199.2,130.2
DFN.1,10,45012.55,152,141.8,9.381,300,1001,B,120,100,1200,SiH4,50,300,1.41,120,110.4,8717.9,12724.2,201.2,145.1
DFN.1,11,45012.55,148.3,138.5,11.251,300,994.8,A,120,100,1200,SiH4,50,300,1.28,120,107.5,8722.9,12740.6,202.7,144.1
DFN.1,12,45012.55,152,143.4,10.227,299.7,999.7,B,120,100,1200,SiH4,50,300,1.09,120,118.3,8709.6,12706.1,202.2,137.1
DFN.1,13,45012.55,151.3,141.1,9.592,299.9,1003.1,A,120,100,1200,SiH4,50,300,0.8,120,88.4,8710.8,12681.9,205.9,109.4
DFN.1,14,45012.55,150.7,140.2,9.211,299.9,996.4,B,120,100,1200,SiH4,50,300,0.86,120,100.7,8713.5,12761.4,196.1,125.5
DFN.1,15,45012.55,150.9,140.2,8.929,300,1002,A,120,100,1200,SiH4,50,300,0.78,120,91.7,8655.4,12634.2,156.8,168.4
DFN.1,16,45012.55,148.3,138.6,8.469,299.9,999.9,B,120,100,1200,SiH4,50,300,1.01,120,90.8,8721,12729.5,257.1,147.3
DFN.1,17,45012.55,151.2,141.5,8.171,299.8,998.7,A,120,100,1200,SiH4,50,300,1.31,120,82.2,8701.6,12658.5,199.6,127.5
DFN.1,18,45012.55,150.6,140.5,9.704,300,998.8,B,120,100,1200,SiH4,50,300,0.93,120,110,8708.5,12715.6,177.1,128.5
DFN.1,19,45012.55,149.5,141.2,9.354,300,1003.7,A,120,100,1200,SiH4,50,300,1.02,120,89.7,8716,12702.1,211.6,134.8
DFN.1,20,45012.55,149.1,141.1,9.83,299.9,999.8,B,120,100,1200,SiH4,50,300,0.75,120,97.6,8708.3,12747.6,240.2,139.3
DFN.1,21,45012.55,146.4,135.3,10.008,300.1,1001.2,A,120,100,1200,SiH4,50,300,0.74,120,99.1,8715.9,12693.2,204.7,158
DFN.1,22,45012.55,149.3,140.5,10.554,300.2,1001.4,B,120,100,1200,SiH4,50,300,0.88,120,117.4,8720.6,12704.2,166.7,157
DFN.1,23,45012.55,148.5,138,10.109,300.1,1000.6,A,120,100,1200,SiH4,50,300,1.16,120,92.4,8710.9,12770.3,172.7,126.5
DFN.1,24,45012.55,152.8,144.4,10.699,300,994.8,B,120,100,1200,SiH4,50,300,0.64,120,115.3,8682.3,12648.7,195.8,125.2
DFN.1,25,45012.55,152,142.8,9.74,299.8,999,A,120,100,1200,SiH4,50,300,0.96,120,96.3,8724.2,12727.9,200.2,115.3
DFO.1,1,45012.64,145.5,135.4,10.231,300,999.1,A,120,100,1200,SiH4,50,300,1.01,120,98.2,8694.4,12663.8,195.2,149
