Lot_ID,Batch_ID,Wafer_ID,PECVD_Thick,Etch_Rate,Idsat,BVdss,Vth,Defect_Count,Yield_Percentage,Pass_Fail
LOT_1022,BATCH_609,WFR_20,1413.5,442.8,710.7,13.05,0.719,19,74.79,Fail
LOT_1022,BATCH_610,WFR_21,1472.1,455.6,660.8,12.63,0.729,6,89.82,Pass
LOT_1022,BATCH_610,WFR_22,1520.2,438.0,615.6,12.77,0.695,9,87.76,Pass
LOT_1022,BATCH_610,WFR_23,1492.9,453.6,635.9,13.09,0.697,10,85.04,Pass
LOT_1022,BATCH_610,WFR_24,1513.0,459.2,675.5,12.06,0.721,9,87.71,Pass
LOT_1022,BATCH_610,WFR_25,1478.9,464.7,702.2,12.49,0.688,14,82.92,Fail
LOT_1023,BATCH_611,WFR_01,1503.0,448.8,610.4,12.29,0.77,7,91.59,Pass
LOT_1023,BATCH_611,WFR_02,1494.6,447.6,603.0,11.87,0.742,9,88.69,Pass
LOT_1023,BATCH_611,WFR_03,1540.9,439.5,696.8,12.64,0.744,12,81.64,Fail
LOT_1023,BATCH_611,WFR_04,1508.9,440.1,659.7,13.5,0.652,9,84.39,Fail
LOT_1023,BATCH_611,WFR_05,1511.8,447.3,628.3,11.76,0.696,9,87.07,Pass
LOT_1023,BATCH_612,WFR_06,1485.6,454.4,663.4,12.49,0.685,5,91.44,Pass
LOT_1023,BATCH_612,WFR_07,1482.9,461.0,584.1,12.76,0.65,11,86.07,Pass
LOT_1023,BATCH_612,WFR_08,1484.9,440.4,650.1,12.55,0.718,8,87.64,Pass
LOT_1023,BATCH_612,WFR_09,1513.8,467.9,658.2,12.45,0.673,10,87.28,Pass
LOT_1023,BATCH_612,WFR_10,1485.3,446.7,673.1,11.98,0.733,8,87.34,Pass
LOT_1023,BATCH_613,WFR_11,1510.1,449.7,624.7,12.59,0.646,8,85.73,Pass
LOT_1023,BATCH_613,WFR_12,1572.6,441.0,652.1,12.2,0.786,10,87.02,Pass
LOT_1023,BATCH_613,WFR_13,1530.5,420.9,626.9,11.62,0.655,8,86.58,Pass
LOT_1023,BATCH_613,WFR_14,1488.6,460.6,656.4,12.98,0.711,6,92.68,Pass
LOT_1023,BATCH_613,WFR_15,1542.0,458.8,627.6,12.88,0.74,12,83.72,Fail
LOT_1023,BATCH_614,WFR_16,1485.7,446.6,639.8,12.52,0.671,7,91.05,Pass
LOT_1023,BATCH_614,WFR_17,1428.7,450.8,625.1,12.59,0.743,14,81.44,Fail
LOT_1023,BATCH_614,WFR_18,1464.7,456.2,666.3,12.93,0.639,8,89.53,Pass
LOT_1023,BATCH_614,WFR_19,1434.5,431.2,671.5,12.59,0.773,14,81.33,Fail
LOT_1023,BATCH_614,WFR_20,1487.7,443.7,644.1,12.86,0.701,6,90.71,Pass
LOT_1023,BATCH_615,WFR_21,1500.6,459.5,651.0,12.38,0.67,2,96.1,Pass
LOT_1023,BATCH_615,WFR_22,1558.7,434.9,613.8,13.02,0.685,14,79.92,Fail
LOT_1023,BATCH_615,WFR_23,1511.4,453.5,642.5,12.63,0.74,9,84.61,Fail
LOT_1023,BATCH_615,WFR_24,1492.3,433.7,648.7,12.58,0.671,9,87.2,Pass
LOT_1023,BATCH_615,WFR_25,1529.0,455.6,715.5,11.99,0.663,10,87.04,Pass
LOT_1024,BATCH_616,WFR_01,1422.6,449.6,622.2,12.61,0.689,15,80.65,Fail
LOT_1024,BATCH_616,WFR_02,1508.2,430.6,686.6,12.17,0.641,9,84.93,Fail
LOT_1024,BATCH_616,WFR_03,1527.0,464.0,674.9,12.24,0.791,11,83.94,Fail
LOT_1024,BATCH_616,WFR_04,1448.2,441.2,657.0,12.17,0.672,9,86.92,Pass
LOT_1024,BATCH_616,WFR_05,1540.0,440.3,694.0,12.07,0.742,16,80.05,Fail
LOT_1024,BATCH_617,WFR_06,1511.8,452.4,659.3,13.35,0.71,4,92.95,Pass
LOT_1024,BATCH_617,WFR_07,1485.5,463.8,659.7,13.03,0.651,5,92.61,Pass
LOT_1024,BATCH_617,WFR_08,1522.1,437.8,648.7,13.27,0.7,5,89.28,Pass
LOT_1024,BATCH_617,WFR_09,1579.5,450.7,680.6,12.01,0.739,15,77.58,Fail
LOT_1024,BATCH_617,WFR_10,1506.4,455.1,677.4,12.53,0.691,10,87.58,Pass
LOT_1024,BATCH_618,WFR_11,1508.7,458.3,634.4,11.98,0.76,12,83.02,Fail
LOT_1024,BATCH_618,WFR_12,1483.9,452.1,617.0,12.22,0.751,11,85.67,Pass
LOT_1024,BATCH_618,WFR_13,1470.3,445.6,644.9,12.13,0.746,10,85.95,Pass
LOT_1024,BATCH_618,WFR_14,1529.1,440.1,630.0,13.0,0.677,7,87.22,Pass
LOT_1024,BATCH_618,WFR_15,1470.0,451.0,648.4,12.34,0.646,5,91.36,Pass
LOT_1024,BATCH_619,WFR_16,1502.5,437.1,680.9,12.93,0.669,12,83.93,Fail
LOT_1024,BATCH_619,WFR_17,1483.3,414.9,638.6,12.74,0.71,11,85.76,Pass
LOT_1024,BATCH_619,WFR_18,1516.8,455.2,648.9,13.42,0.727,10,84.0,Fail
LOT_1024,BATCH_619,WFR_19,1511.7,460.8,651.5,11.91,0.591,8,87.28,Pass
LOT_1024,BATCH_619,WFR_20,1536.3,421.6,671.2,13.0,0.7,12,83.26,Fail
LOT_1024,BATCH_620,WFR_21,1482.1,437.9,593.8,12.96,0.708,10,86.91,Pass
LOT_1024,BATCH_620,WFR_22,1490.6,457.4,634.8,12.11,0.686,10,86.33,Pass
LOT_1024,BATCH_620,WFR_23,1465.7,474.7,655.3,12.9,0.765,10,83.2,Fail
LOT_1024,BATCH_620,WFR_24,1484.4,450.2,680.0,12.63,0.721,10,85.4,Pass
LOT_1024,BATCH_620,WFR_25,1513.2,441.3,637.7,12.41,0.766,9,87.2,Pass
LOT_1025,BATCH_621,WFR_01,1526.5,447.8,603.1,12.17,0.689,12,82.99,Fail
LOT_1025,BATCH_621,WFR_02,1467.7,466.5,665.5,12.21,0.747,9,85.31,Pass
LOT_1025,BATCH_621,WFR_03,1530.4,442.2,634.1,13.32,0.782,9,87.5,Pass
LOT_1025,BATCH_621,WFR_04,1547.4,440.4,620.3,12.5,0.766,13,83.51,Fail
LOT_1025,BATCH_621,WFR_05,1514.5,444.2,634.4,12.81,0.645,7,88.68,Pass
LOT_1025,BATCH_622,WFR_06,1565.7,438.6,645.4,12.18,0.687,13,81.07,Fail
LOT_1025,BATCH_622,WFR_07,1472.9,451.5,634.9,12.19,0.683,6,89.24,Pass
LOT_1025,BATCH_622,WFR_08,1456.4,469.5,594.9,12.93,0.724,14,78.79,Fail
LOT_1025,BATCH_622,WFR_09,1437.7,453.9,672.4,11.96,0.734,9,87.34,Pass
LOT_1025,BATCH_622,WFR_10,1552.4,447.0,681.9,12.33,0.658,14,82.82,Fail
LOT_1025,BATCH_623,WFR_11,1522.9,446.5,666.3,12.51,0.703,5,89.21,Pass
LOT_1025,BATCH_623,WFR_12,1498.1,431.2,621.6,12.54,0.599,10,85.82,Pass
LOT_1025,BATCH_623,WFR_13,1509.8,460.6,645.0,12.43,0.772,7,88.48,Pass
LOT_1025,BATCH_623,WFR_14,1460.6,449.1,649.8,12.66,0.674,3,93.07,Pass
LOT_1025,BATCH_623,WFR_15,1585.6,447.8,665.0,12.78,0.703,15,79.27,Fail
LOT_1025,BATCH_624,WFR_16,1504.5,488.3,666.7,12.79,0.685,3,95.37,Pass
LOT_1025,BATCH_624,WFR_17,1503.8,453.6,631.6,12.11,0.757,7,87.82,Pass
LOT_1025,BATCH_624,WFR_18,1525.4,441.0,652.0,12.39,0.558,8,86.38,Pass
LOT_1025,BATCH_624,WFR_19,1516.8,444.9,661.4,12.98,0.699,10,85.24,Pass
LOT_1025,BATCH_624,WFR_20,1507.8,463.8,686.4,12.86,0.695,11,84.36,Fail
LOT_1025,BATCH_625,WFR_21,1472.3,451.4,667.6,11.95,0.677,7,91.03,Pass
LOT_1025,BATCH_625,WFR_22,1516.5,432.7,669.7,12.64,0.786,11,86.38,Pass
LOT_1025,BATCH_625,WFR_23,1565.9,461.0,652.1,11.71,0.656,12,83.9,Fail
LOT_1025,BATCH_625,WFR_24,1547.1,442.0,685.3,12.52,0.739,13,82.85,Fail
LOT_1025,BATCH_625,WFR_25,1555.8,472.5,660.2,13.26,0.718,13,79.63,Fail
LOT_1026,BATCH_626,WFR_01,1482.1,463.0,628.5,12.12,0.763,8,86.48,Pass
LOT_1026,BATCH_626,WFR_02,1465.4,444.6,685.1,12.17,0.667,14,79.9,Fail
LOT_1026,BATCH_626,WFR_03,1495.6,465.4,667.4,12.81,0.663,3,93.81,Pass
LOT_1026,BATCH_626,WFR_04,1502.0,450.8,638.9,11.88,0.755,3,95.56,Pass
LOT_1026,BATCH_626,WFR_05,1538.3,460.2,638.0,12.25,0.721,7,86.71,Pass
LOT_1026,BATCH_627,WFR_06,1440.8,455.8,657.4,12.74,0.623,12,83.72,Fail
LOT_1026,BATCH_627,WFR_07,1553.5,439.8,661.6,12.25,0.673,14,82.67,Fail
LOT_1026,BATCH_627,WFR_08,1494.5,442.3,654.9,12.41,0.719,7,89.13,Pass
LOT_1026,BATCH_627,WFR_09,1485.1,462.4,657.8,12.8,0.742,2,93.23,Pass
LOT_1026,BATCH_627,WFR_10,1464.6,446.0,692.5,12.67,0.666,18,73.96,Fail
LOT_1026,BATCH_628,WFR_11,1442.1,445.2,676.8,12.61,0.554,10,87.95,Pass
LOT_1026,BATCH_628,WFR_12,1528.8,438.5,654.8,12.36,0.726,8,85.97,Pass
LOT_1026,BATCH_628,WFR_13,1502.6,455.1,673.5,12.65,0.639,11,85.44,Pass
LOT_1026,BATCH_628,WFR_14,1454.9,474.8,624.2,12.45,0.599,12,85.41,Pass
LOT_1026,BATCH_628,WFR_15,1454.7,437.2,659.9,12.68,0.558,9,84.96,Fail
LOT_1026,BATCH_629,WFR_16,1488.2,450.3,695.2,12.3,0.741,9,84.88,Fail
LOT_1026,BATCH_629,WFR_17,1558.4,466.9,644.5,12.43,0.706,13,81.42,Fail
LOT_1026,BATCH_629,WFR_18,1490.9,449.0,628.8,12.1,0.689,10,85.13,Pass
LOT_1026,BATCH_629,WFR_19,1447.4,455.4,633.7,12.49,0.769,9,85.13,Pass
LOT_1026,BATCH_629,WFR_20,1491.4,437.3,622.8,12.18,0.732,7,87.67,Pass
LOT_1026,BATCH_630,WFR_21,1490.5,455.1,630.4,12.05,0.781,5,89.55,Pass
LOT_1026,BATCH_630,WFR_22,1405.6,447.8,640.7,12.6,0.63,11,84.04,Fail
LOT_1026,BATCH_630,WFR_23,1498.1,461.8,614.9,12.59,0.698,11,81.96,Fail
LOT_1026,BATCH_630,WFR_24,1491.9,464.2,650.4,12.81,0.619,5,89.02,Pass
LOT_1026,BATCH_630,WFR_25,1524.4,481.1,672.6,12.33,0.689,6,92.22,Pass
LOT_1027,BATCH_631,WFR_01,1564.7,457.0,627.3,12.66,0.688,11,82.55,Fail
LOT_1027,BATCH_631,WFR_02,1539.4,453.9,688.0,12.72,0.731,18,75.9,Fail
LOT_1027,BATCH_631,WFR_03,1490.6,452.3,662.8,12.68,0.702,5,92.06,Pass
LOT_1027,BATCH_631,WFR_04,1461.3,445.8,675.8,12.17,0.731,12,82.53,Fail
LOT_1027,BATCH_631,WFR_05,1590.1,454.1,633.6,12.56,0.735,14,82.92,Fail
LOT_1027,BATCH_632,WFR_06,1502.1,446.5,671.4,12.65,0.808,8,87.87,Pass
LOT_1027,BATCH_632,WFR_07,1500.5,452.0,622.7,12.5,0.684,6,88.45,Pass
LOT_1027,BATCH_632,WFR_08,1499.2,465.8,672.3,11.67,0.653,10,86.93,Pass
LOT_1027,BATCH_632,WFR_09,1506.9,437.9,654.3,12.56,0.712,6,90.67,Pass
LOT_1027,BATCH_632,WFR_10,1494.9,463.7,663.8,13.39,0.66,4,90.5,Pass
LOT_1027,BATCH_633,WFR_11,1479.9,465.8,620.6,12.36,0.774,11,84.66,Fail
LOT_1027,BATCH_633,WFR_12,1480.9,448.6,627.6,12.21,0.686,7,89.81,Pass
LOT_1027,BATCH_633,WFR_13,1498.9,424.5,664.9,12.65,0.672,4,93.0,Pass
LOT_1027,BATCH_633,WFR_14,1481.0,442.7,626.3,12.62,0.676,11,84.2,Fail
LOT_1027,BATCH_633,WFR_15,1475.1,465.6,661.6,12.98,0.736,10,84.84,Fail
LOT_1027,BATCH_634,WFR_16,1503.7,449.7,615.8,12.0,0.692,7,87.6,Pass
LOT_1027,BATCH_634,WFR_17,1491.1,438.0,671.2,12.79,0.668,8,88.14,Pass
LOT_1027,BATCH_634,WFR_18,1552.6,443.9,619.2,12.74,0.783,15,77.91,Fail
LOT_1027,BATCH_634,WFR_19,1407.2,460.1,663.8,12.44,0.657,14,80.53,Fail
LOT_1027,BATCH_634,WFR_20,1538.2,456.6,665.6,12.64,0.702,9,87.51,Pass
LOT_1027,BATCH_635,WFR_21,1543.6,447.1,632.6,12.91,0.733,9,85.91,Pass
LOT_1027,BATCH_635,WFR_22,1427.4,445.6,664.6,12.85,0.618,14,79.61,Fail
LOT_1027,BATCH_635,WFR_23,1488.0,445.3,656.5,12.04,0.724,6,90.01,Pass
LOT_1027,BATCH_635,WFR_24,1487.0,438.9,636.5,12.83,0.647,8,90.12,Pass
LOT_1027,BATCH_635,WFR_25,1450.7,469.4,624.8,12.47,0.741,14,82.35,Fail
LOT_1028,BATCH_636,WFR_01,1472.8,446.1,600.9,12.53,0.652,12,84.17,Fail
LOT_1028,BATCH_636,WFR_02,1461.1,464.6,658.7,12.53,0.735,7,90.19,Pass
LOT_1028,BATCH_636,WFR_03,1561.3,468.3,610.9,12.44,0.755,11,83.43,Fail
LOT_1028,BATCH_636,WFR_04,1532.7,462.0,652.4,12.98,0.743,8,90.31,Pass
LOT_1028,BATCH_636,WFR_05,1544.5,444.8,643.4,12.47,0.713,13,80.62,Fail
LOT_1028,BATCH_637,WFR_06,1525.3,454.8,667.0,12.05,0.688,9,87.87,Pass
LOT_1028,BATCH_637,WFR_07,1460.5,449.7,642.4,12.34,0.671,9,87.65,Pass
LOT_1028,BATCH_637,WFR_08,1481.6,439.2,641.8,12.57,0.774,6,90.16,Pass
LOT_1028,BATCH_637,WFR_09,1517.1,453.9,668.3,12.99,0.665,7,90.52,Pass
LOT_1028,BATCH_637,WFR_10,1457.2,435.9,658.4,12.74,0.648,11,82.38,Fail
LOT_1028,BATCH_638,WFR_11,1525.0,464.3,657.9,12.16,0.733,8,89.97,Pass
LOT_1028,BATCH_638,WFR_12,1491.6,444.4,661.7,13.49,0.66,9,86.98,Pass
LOT_1028,BATCH_638,WFR_13,1486.9,452.4,611.6,12.61,0.652,12,81.35,Fail
LOT_1028,BATCH_638,WFR_14,1524.9,453.4,668.9,13.01,0.628,12,82.52,Fail
LOT_1028,BATCH_638,WFR_15,1515.5,446.9,665.3,12.44,0.676,11,85.34,Pass
LOT_1028,BATCH_639,WFR_16,1487.4,457.0,624.6,12.71,0.696,12,83.5,Fail
LOT_1028,BATCH_639,WFR_17,1540.6,444.3,643.9,12.84,0.712,13,80.87,Fail
LOT_1028,BATCH_639,WFR_18,1462.2,460.5,649.0,12.99,0.748,8,85.53,Pass
LOT_1028,BATCH_639,WFR_19,1521.6,433.8,646.6,12.92,0.726,5,89.53,Pass
LOT_1028,BATCH_639,WFR_20,1520.8,451.5,658.3,12.85,0.69,7,89.89,Pass
LOT_1028,BATCH_640,WFR_21,1489.2,473.3,685.8,12.37,0.69,10,83.01,Fail
LOT_1028,BATCH_640,WFR_22,1511.4,438.0,677.0,12.27,0.726,10,87.98,Pass
LOT_1028,BATCH_640,WFR_23,1456.2,441.9,617.2,12.63,0.764,15,81.86,Fail
LOT_1028,BATCH_640,WFR_24,1532.3,456.2,665.6,12.87,0.706,9,85.08,Pass
LOT_1028,BATCH_640,WFR_25,1493.5,452.2,683.2,12.41,0.677,11,85.8,Pass
LOT_1029,BATCH_641,WFR_01,1481.7,454.2,659.7,12.93,0.65,16,80.5,Fail
LOT_1029,BATCH_641,WFR_02,1536.7,455.9,677.3,13.08,0.628,9,88.01,Pass
LOT_1029,BATCH_641,WFR_03,1475.3,457.6,700.3,12.13,0.733,15,79.87,Fail
LOT_1029,BATCH_641,WFR_04,1450.7,463.3,675.6,12.17,0.729,14,79.55,Fail
LOT_1029,BATCH_641,WFR_05,1445.5,454.9,656.2,12.44,0.729,7,88.48,Pass
LOT_1029,BATCH_642,WFR_06,1521.2,447.1,676.1,12.62,0.694,10,86.81,Pass
LOT_1029,BATCH_642,WFR_07,1455.2,458.1,653.6,12.29,0.77,6,90.28,Pass
LOT_1029,BATCH_642,WFR_08,1561.4,472.8,650.6,13.04,0.676,9,84.57,Fail
LOT_1029,BATCH_642,WFR_09,1427.1,448.4,641.2,12.67,0.748,10,83.92,Fail
LOT_1029,BATCH_642,WFR_10,1559.4,438.3,689.1,12.52,0.698,13,82.78,Fail
LOT_1029,BATCH_643,WFR_11,1507.4,463.3,629.5,11.93,0.67,4,90.29,Pass
LOT_1029,BATCH_643,WFR_12,1496.6,448.6,688.3,11.97,0.73,12,82.06,Fail
LOT_1029,BATCH_643,WFR_13,1480.9,423.9,662.5,12.61,0.72,7,91.29,Pass
LOT_1029,BATCH_643,WFR_14,1514.0,460.2,615.0,11.65,0.718,14,83.02,Fail
LOT_1029,BATCH_643,WFR_15,1498.7,443.6,659.2,12.91,0.704,5,93.16,Pass
LOT_1029,BATCH_644,WFR_16,1538.6,448.9,597.5,12.44,0.698,16,77.16,Fail
LOT_1029,BATCH_644,WFR_17,1504.0,454.0,665.6,13.8,0.819,5,93.08,Pass
LOT_1029,BATCH_644,WFR_18,1505.3,452.3,672.1,13.42,0.759,11,84.24,Fail
LOT_1029,BATCH_644,WFR_19,1487.3,458.5,635.2,12.43,0.736,9,88.73,Pass
LOT_1029,BATCH_644,WFR_20,1498.0,444.8,653.1,12.46,0.706,6,88.2,Pass
LOT_1029,BATCH_645,WFR_21,1510.8,456.2,698.9,12.9,0.75,10,86.28,Pass
LOT_1029,BATCH_645,WFR_22,1440.1,446.9,637.4,13.18,0.726,18,73.86,Fail
LOT_1029,BATCH_645,WFR_23,1452.8,458.9,623.5,11.84,0.701,14,78.48,Fail
LOT_1029,BATCH_645,WFR_24,1526.0,457.4,687.0,11.79,0.685,13,84.37,Fail
LOT_1029,BATCH_645,WFR_25,1506.0,438.8,699.1,12.25,0.696,12,83.28,Fail
LOT_1030,BATCH_646,WFR_01,1493.6,463.0,650.1,12.73,0.541,7,91.48,Pass
LOT_1030,BATCH_646,WFR_02,1500.6,443.6,675.3,12.7,0.711,9,84.66,Fail
LOT_1030,BATCH_646,WFR_03,1512.2,459.7,683.5,12.93,0.676,10,85.41,Pass
LOT_1030,BATCH_646,WFR_04,1481.1,454.4,631.4,12.02,0.78,12,85.23,Pass
LOT_1030,BATCH_646,WFR_05,1472.8,472.1,637.9,11.57,0.701,10,87.45,Pass
LOT_1030,BATCH_647,WFR_06,1506.9,447.3,680.8,12.84,0.641,12,83.68,Fail
LOT_1030,BATCH_647,WFR_07,1465.8,445.8,692.1,12.17,0.698,21,70.1,Fail
LOT_1030,BATCH_647,WFR_08,1514.3,449.8,664.1,11.69,0.648,7,88.14,Pass
LOT_1030,BATCH_647,WFR_09,1440.4,446.4,628.0,12.56,0.724,9,84.86,Fail
LOT_1030,BATCH_647,WFR_10,1536.0,459.6,699.7,12.82,0.715,13,82.57,Fail
LOT_1030,BATCH_648,WFR_11,1516.5,430.6,636.7,12.45,0.748,5,93.78,Pass
LOT_1030,BATCH_648,WFR_12,1509.0,437.4,641.6,12.32,0.66,9,84.33,Fail
LOT_1030,BATCH_648,WFR_13,1534.4,437.2,658.6,12.44,0.702,8,90.31,Pass
LOT_1030,BATCH_648,WFR_14,1558.3,461.4,688.9,12.35,0.632,15,77.26,Fail
LOT_1030,BATCH_648,WFR_15,1535.5,470.5,671.3,11.96,0.735,14,81.36,Fail
LOT_1030,BATCH_649,WFR_16,1435.6,448.7,660.4,12.21,0.726,13,84.35,Fail
LOT_1030,BATCH_649,WFR_17,1455.2,448.0,661.6,12.71,0.725,10,84.55,Fail
LOT_1030,BATCH_649,WFR_18,1478.1,450.8,651.1,12.63,0.7,4,90.3,Pass
LOT_1030,BATCH_649,WFR_19,1500.9,463.9,664.0,12.57,0.721,8,85.57,Pass
LOT_1030,BATCH_649,WFR_20,1518.1,438.9,586.8,12.1,0.78,14,82.4,Fail
LOT_1030,BATCH_650,WFR_21,1474.6,452.9,642.6,12.43,0.686,9,88.29,Pass
LOT_1030,BATCH_650,WFR_22,1506.5,461.7,656.0,11.63,0.707,4,92.37,Pass
LOT_1030,BATCH_650,WFR_23,1473.6,456.0,621.2,12.57,0.646,12,82.41,Fail
LOT_1030,BATCH_650,WFR_24,1478.6,452.3,659.7,13.07,0.657,9,85.5,Pass
LOT_1030,BATCH_650,WFR_25,1450.8,462.0,644.9,11.91,0.705,9,88.29,Pass
LOT_1031,BATCH_651,WFR_01,1467.7,417.6,693.9,12.27,0.755,15,77.2,Fail
LOT_1031,BATCH_651,WFR_02,1452.7,458.1,689.3,12.63,0.687,13,81.21,Fail
LOT_1031,BATCH_651,WFR_03,1465.8,442.2,638.4,13.0,0.688,4,90.96,Pass
LOT_1031,BATCH_651,WFR_04,1536.9,428.0,646.2,12.32,0.68,13,81.7,Fail
LOT_1031,BATCH_651,WFR_05,1466.8,456.1,648.2,12.22,0.673,4,93.13,Pass
LOT_1031,BATCH_652,WFR_06,1592.1,466.5,638.7,11.71,0.715,15,77.11,Fail
LOT_1031,BATCH_652,WFR_07,1517.3,448.4,654.9,12.54,0.625,6,89.89,Pass
LOT_1031,BATCH_652,WFR_08,1506.5,461.4,631.0,13.32,0.764,8,86.07,Pass
LOT_1031,BATCH_652,WFR_09,1470.0,469.3,621.7,12.61,0.667,12,80.83,Fail
LOT_1031,BATCH_652,WFR_10,1524.5,465.8,665.6,12.49,0.736,12,82.22,Fail
LOT_1031,BATCH_653,WFR_11,1479.9,469.7,665.7,12.63,0.637,8,87.66,Pass
LOT_1031,BATCH_653,WFR_12,1504.3,458.9,629.9,12.5,0.733,8,90.38,Pass
LOT_1031,BATCH_653,WFR_13,1589.6,450.9,672.4,12.17,0.734,20,75.8,Fail
LOT_1031,BATCH_653,WFR_14,1496.6,430.8,634.2,12.83,0.719,7,90.6,Pass
LOT_1031,BATCH_653,WFR_15,1540.2,447.0,656.3,12.59,0.65,11,85.87,Pass
LOT_1031,BATCH_654,WFR_16,1475.4,439.9,670.5,12.51,0.712,11,85.53,Pass
LOT_1031,BATCH_654,WFR_17,1498.8,476.1,649.2,12.11,0.641,4,93.68,Pass
LOT_1031,BATCH_654,WFR_18,1562.0,447.9,661.4,13.02,0.687,10,86.2,Pass
LOT_1031,BATCH_654,WFR_19,1478.1,451.5,637.1,12.77,0.751,8,88.3,Pass
LOT_1031,BATCH_654,WFR_20,1563.4,456.6,645.1,12.28,0.74,10,87.51,Pass
LOT_1031,BATCH_655,WFR_21,1524.8,450.5,644.9,12.9,0.701,7,91.39,Pass
LOT_1031,BATCH_655,WFR_22,1480.3,470.3,631.3,12.3,0.651,9,85.83,Pass
LOT_1031,BATCH_655,WFR_23,1522.1,442.5,645.6,12.19,0.732,4,92.51,Pass
LOT_1031,BATCH_655,WFR_24,1534.0,452.3,611.3,12.2,0.701,15,79.78,Fail
LOT_1031,BATCH_655,WFR_25,1521.8,441.1,637.7,11.79,0.584,6,89.63,Pass
LOT_1032,BATCH_656,WFR_01,1445.0,434.2,642.9,12.69,0.739,11,82.66,Fail
LOT_1032,BATCH_656,WFR_02,1474.6,442.7,643.6,11.77,0.699,9,87.06,Pass
LOT_1032,BATCH_656,WFR_03,1491.3,449.6,644.0,12.01,0.76,9,85.99,Pass
LOT_1032,BATCH_656,WFR_04,1497.4,444.8,648.5,11.67,0.645,5,89.23,Pass
LOT_1032,BATCH_656,WFR_05,1521.7,441.7,662.0,12.47,0.541,6,88.6,Pass
LOT_1032,BATCH_657,WFR_06,1506.2,433.1,671.9,12.44,0.714,6,90.67,Pass
LOT_1032,BATCH_657,WFR_07,1453.3,449.0,633.8,12.37,0.715,11,83.58,Fail
LOT_1032,BATCH_657,WFR_08,1513.3,431.9,619.9,12.08,0.615,12,84.71,Fail
LOT_1032,BATCH_657,WFR_09,1521.4,459.1,623.9,12.03,0.651,10,85.2,Pass
LOT_1032,BATCH_657,WFR_10,1519.6,451.0,637.8,12.69,0.838,8,85.49,Pass
LOT_1032,BATCH_658,WFR_11,1537.8,432.5,641.2,12.28,0.685,14,80.61,Fail
LOT_1032,BATCH_658,WFR_12,1529.2,446.3,630.8,12.63,0.737,7,86.96,Pass
LOT_1032,BATCH_658,WFR_13,1516.1,441.0,617.6,12.15,0.667,11,84.76,Fail
LOT_1032,BATCH_658,WFR_14,1497.5,453.8,638.6,12.57,0.595,9,84.21,Fail
LOT_1032,BATCH_658,WFR_15,1441.9,466.1,654.5,13.02,0.691,10,85.1,Pass
LOT_1032,BATCH_659,WFR_16,1515.0,427.5,664.9,12.73,0.687,14,82.99,Fail
LOT_1032,BATCH_659,WFR_17,1507.3,451.4,636.1,12.34,0.68,7,88.67,Pass
LOT_1032,BATCH_659,WFR_18,1509.5,448.1,639.7,12.6,0.694,6,91.43,Pass
LOT_1032,BATCH_659,WFR_19,1455.3,458.1,626.8,12.4,0.713,8,90.24,Pass
LOT_1032,BATCH_659,WFR_20,1462.2,452.6,649.2,12.5,0.692,14,79.1,Fail
LOT_1032,BATCH_660,WFR_21,1536.9,441.0,628.8,12.37,0.637,9,87.82,Pass
LOT_1032,BATCH_660,WFR_22,1498.6,446.2,664.3,12.43,0.724,4,91.22,Pass
LOT_1032,BATCH_660,WFR_23,1523.9,440.4,605.4,12.58,0.603,14,81.76,Fail
LOT_1032,BATCH_660,WFR_24,1501.0,462.9,641.0,12.1,0.597,6,91.83,Pass
LOT_1032,BATCH_660,WFR_25,1501.0,450.3,657.5,12.09,0.737,2,92.73,Pass
LOT_1033,BATCH_661,WFR_01,1532.8,472.8,654.6,11.94,0.725,9,87.39,Pass
LOT_1033,BATCH_661,WFR_02,1481.9,449.3,717.3,11.86,0.697,14,80.19,Fail
LOT_1033,BATCH_661,WFR_03,1503.4,441.5,658.7,12.01,0.63,10,84.95,Fail
LOT_1033,BATCH_661,WFR_04,1483.8,431.8,624.9,12.56,0.665,8,87.6,Pass
LOT_1033,BATCH_661,WFR_05,1484.8,428.4,647.6,12.14,0.687,11,82.23,Fail
LOT_1033,BATCH_662,WFR_06,1489.2,431.0,605.6,12.71,0.62,11,83.43,Fail
LOT_1033,BATCH_662,WFR_07,1507.8,453.2,648.0,12.51,0.663,3,94.38,Pass
LOT_1033,BATCH_662,WFR_08,1483.2,456.1,629.2,11.71,0.733,12,81.29,Fail
LOT_1033,BATCH_662,WFR_09,1544.0,431.0,672.9,12.76,0.771,9,88.29,Pass
LOT_1033,BATCH_662,WFR_10,1468.7,460.7,636.3,12.82,0.679,11,84.08,Fail
LOT_1033,BATCH_663,WFR_11,1493.5,444.2,647.1,12.1,0.738,10,83.25,Fail
LOT_1033,BATCH_663,WFR_12,1484.6,451.8,634.1,12.67,0.604,6,89.67,Pass
LOT_1033,BATCH_663,WFR_13,1550.6,469.3,693.5,12.16,0.733,13,80.32,Fail
LOT_1033,BATCH_663,WFR_14,1506.9,460.8,642.0,12.54,0.66,8,87.13,Pass
LOT_1033,BATCH_663,WFR_15,1536.1,446.8,695.8,11.99,0.715,16,76.6,Fail
LOT_1033,BATCH_664,WFR_16,1448.0,439.3,670.4,11.78,0.688,9,84.48,Fail
LOT_1033,BATCH_664,WFR_17,1509.3,424.2,662.1,12.35,0.766,11,85.44,Pass
